"Listing Number","Subdivision","Street Number","Street Name","Status","Area","Listing Date","Expiration Date","Status Change Date","Under Contract Date","Agent Days On Market","Cumulative DOM","Original List Price","Listing Price","Sold Price","Sold Price/SqFt","SqFt - Living","# Bedrooms","Baths - Full","Baths - 1/2","Approximate Age","Lot Dimensions","Property Type","Type","Sold Date","Acreage Range","Selling Office","Listing Office","Listing Member","Selling Member","City","State","Zip Code","Unit #","Parish","Co-selling Member","Legal Desc","Projected Closing Date","Compensation","Pool on Subject Property","Lot #","Co-listing Member","Sold Terms"
"23003586","None","1209","Chinaberry","A","A3","2023-05-01","","2023-05-01","","170","170","615000.00","587000.00","","","3460.00","4","4","","6 - 10 Years","3.19 ACRES","Residential","DS","","3 - 5.99","","Cajun Real Estate (l000975)","Darren D'Aubin","","Eunice","LA","70535","","Acadia","","3.19 AC ''PARCEL 6'' SEC 15 T7-1W (LOT) (IMP) (B5-3255) ACQ: L. RUPPE","","3% -150","Y","6","",""
"23004390","Belleview","131","Hill View Drive","A","F","2023-05-22","","2023-09-25","","142","142","265000.00","262000.00","","","1900.00","4","2","","Under Construction","60 x 110","Residential","DS","","0 - 0.5","","Keaty Real Estate Team (l000932)","James Keaty","","Lafayette","LA","70506","","Lafayette","","Belle View Lot 135","","3%","N","135","",""
"23001778","Three Mile Lake","151","Hickory","A","L1","2023-03-06","","2023-03-06","","226","382","350000.00","345000.00","","","2904.00","4","2","","21 - 30 Years","100x143 and 100x175","Residential","DS","","0.51 - 0.99","","Real Broker, LLC (l001335)","Yvette Naquin - Guidry","","Port Barre","LA","70577","","St Landry","","1 LOT 147 (100X143) WEST PORT SUB DIV SEC 9 & 10 T-6S R-6E N HICKORY. 1 LOT 146 (100X175) WESTPORT SUBDIV N HICKORY DR","","3%-200","N","146 & 147","",""
"23001779","Guilliot Grove","209","Jagged Grove","A","O","2023-03-06","","2023-03-07","","226","226","294500.00","294500.00","","","1605.00","3","2","","New","per plat","Residential","DS","","0 - 0.5","","Amel Can Sell Real Estate Co (l001393)","Amel Kates","","Youngsville","LA","70592","","Lafayette","","LOT 64 GUILLOT GROVE  (50X90.61X50X90.52)","","2.5%-$150","N","64","",""
"23003585","Torian","310","Marie","A","I1","2023-05-01","","2023-05-01","","170","170","450000.00","442000.00","","","3561.00","3","3","1","76+ Years","49 X 378","Residential","DS","","0 - 0.5","","Latter & Blum (l000050)","Angi Trahan","","New Iberia","LA","70563","","Iberia","","1- 50 X 378/404MARIE ST, BAYOU TECHE, SIMON, DUPUYBEING LOT 11, BLK. 131IMP (310 MARIE ST)","","3%-150","N","10 & 11","",""
"23007540","J P Boagni","635","Congress","A","L2","2023-08-18","","2023-08-18","","61","61","80000.00","80000.00","","","1000.00","3","1","","41 - 50 Years","50X100","Residential","DS","","0 - 0.5","","Keller Williams Realty Acadiana (l000906)","Helen Thibeaux","","Opelousas","LA","70570","","St Landry","","1 LOT 15 (50X100) BLK 2 BOAGNI ADD N LOT 7 S SANDOZ ST E LOT 16 W LOT 14 FRONTING 50' ON SANDOZ ST SAINT LANDRY PARISH","","3%-100","N","015","Colby Richard",""
"23007174","None","621","Hwy 190","A","L3","2023-08-07","","2023-08-08","","72","72","325000.00","325000.00","","","3176.00","4","3","1","51 - 75 Years","290 X -","Residential","DS","","1 - 2.99","","Century 21 DCG/Aguillard-Eunice (l001063)","Raymond Aguillard","","Eunice","LA","70535","","St Landry","","Approximately 2 ACRES IN SEC 33 T-6S R-1W","","2%","Y","000","",""
"23007593","Belmont","113","Oak Crest","A","G2","2023-08-21","","2023-08-21","","58","58","254000.00","249000.00","","","1670.00","3","1","1","51 - 75 Years","75 x 93","Residential","DS","","0 - 0.5","","Latter & Blum (l000050)","Stefanie Kellner","","Lafayette","LA","70503","","Lafayette","","LOT 2 & NW 1/2 LOT 3 BLK A BELMONT SUB","","3% - $150","N","2 & NW 1/2 Lot 3","",""
"23008790","Indian Hills","1434","Cherokee","A","L2","2023-09-26","","2023-09-26","","22","22","98000.00","89900.00","","","902.00","3","1","","51 - 75 Years","Lot 62","Residential","DS","","0 - 0.5","","Century 21 DCG/Aguillard-Opel (l000987)","Raymond Aguillard","","Opelousas","LA","70570","","St Landry","","1 LOT 62 (N 133 S 128.9 E 75 W 49) INDIAN HILL SUB DIV N LOT 61 S LOT","","3%-$150","N","062","",""
"23007532","Bridgetowne","1141","Bridgetowne","A","M1","2023-08-16","","2023-09-15","","33","33","219900.00","235000.00","","","1614.00","3","2","","6 - 10 Years","98x122","Residential","DS","","0 - 0.5","","Real Broker, LLC (l001335)","Alyson Finch","","Breaux Bridge","LA","70517","","St Martin","","LOT 37 OF BRIDGETOWNE SUB., PHASE II PER PLAT OF SURVEY #435651","","3%-$150","N","37","",""
"23009442","Frank Breaux","100","Felonise","A","D","2023-10-18","","2023-10-18","","0","0","165000.00","165000.00","","","2244.00","3","2","","51 - 75 Years","139X239X244X100","Residential","DS","","0.51 - 0.99","","Robbie Breaux & Team Brokered by Real Broker (l001230)","Jessica Menard","","Lafayette","LA","70507","","Lafayette","","LOT 20 SEC 5 T9S R5E (0.66 AC)(139X239X244X100)","","3% - $150","N","20","",""
"23007597","None","1906","Lagneaux","A","K","2023-08-21","","2023-08-21","","58","58","75000.00","75000.00","","","630.00","1","1","","51 - 75 Years","63.76 185.73","Residential","DS","","0.51 - 0.99","","Goldie Locks Realty LLC (l001197)","Brandy Siner","","Lafayette","LA","70506","","Lafayette","","Plotbtr2sec26tzosr3e","","2.5-250$","N","Plotbtr2","",""
"23004780","None","827","Bank","A","I2","2023-05-31","","2023-06-01","","140","140","249900.00","238800.00","","","2432.00","3","2","","51 - 75 Years","165/171 x 154/150","Residential","DS","","0.51 - 0.99","","Latter & Blum - NI (l001161)","Daniel Hensgens","","New Iberia","LA","70560","","Iberia","","1- 165/171 X 154/150 COMEAUX, PESSON ST, BLACK, BANK AVE IMP (827 BANK AVE)","","3%-$150","N","0","",""
"23004046","Walkers Lake","207","Gatesmere","A","O","2023-05-10","","2023-05-26","","151","151","390000.00","368000.00","","","2150.00","3","2","","16 - 20 Years","50.79X145X98.13X145","Residential","DS","","0 - 0.5","","Reliance Real Estate Group (l001039)","Anna Ward","","Lafayette","LA","70508","","Lafayette","","LOT 179 WALKERS LAKE PH II (50.79X145X98.13X145)","","3%","Y","017","",""
"23007552","Townsouth","2362","Starling","A","L2","2023-08-18","","2023-08-18","","61","61","210000.00","195000.00","","","1794.00","3","2","","31 - 40 Years","87.5 x 130","Residential","DS","","0 - 0.5","","Dream Home Realty, LLC (l001181)","Celeste Curry","","Opelousas","LA","70570","","St Landry","","1 LOT 3 (87.5X130) BLK 4 TOWNSOUTH SUB DIV N LOT 4 S LOT 2 E STARLING","","3%-$150","N","3","",""
"23008096","Pillette Heights","105","Dolphin","A","O","2023-09-05","","2023-09-05","","43","43","359000.00","354000.00","","","2231.00","4","3","","51 - 75 Years","100 x 183","Residential","DS","","0 - 0.5","","EXP Realty, LLC (l001154)","Natalie Broussard","","Lafayette","LA","70508","","Lafayette","","LOT 3 SECS 13 & 18 T10S R5E","","2.5%","N","3","L.J. Joey Durel",""
"23000759","Oak Springs","101","Ryan Acres","A","C","2023-01-27","","2023-09-30","","214","214","205000.00","195000.00","","","1512.00","3","2","1","11 - 15 Years","60 x 120","Residential","DS","","0 - 0.5","","EXP Realty, LLC (l001154)","Kathy Leger","","Carencro","LA","70520","","Lafayette","","Lot 94 Oak Springs Sub lot 60x120","","2.5%","N","94","",""
"23006225","Original Townsite","240","Elm","A","L3","2023-07-12","","2023-07-12","","98","98","116000.00","100000.00","","","1561.00","3","2","","51 - 75 Years","3 lots 50' x 71' each","Residential","DS","","0 - 0.5","","Sold Realty, LLC (l0003514)","Lisa Aguillard","","Eunice","LA","70535","","St Landry","","3 LOTS BEING THE E/2 OF LOTS 1 2 & 3 (50X71 EACH) BLK 46 ORIG TOWN N","","3%-$150","N","1 2 & 3","",""
"23004241","E E Ortego","307","Ernest","A","Evangeline","2023-05-12","","2023-05-17","","154","154","55000.00","70000.00","","","1450.00","3","2","","51 - 75 Years","100x300","Residential","DS","","0.51 - 0.99","","EXP Realty, LLC (l001154)","Raylin Thomas","","Ville Platte","LA","70586","","Evangeline","","1 LOT 600--LOT 11 OF THE E.E. ORTEGO SUBDIV. IMP. 5700 (100 X 300) #657990 PLAT C","","3%-$150","N","11","",""
"22006606","James P Cross","119","Vermillion Bay","A","St. Mary","2022-07-13","","2022-07-13","","462","462","750000.00","699000.00","","","2124.00","3","2","2","51 - 75 Years","see plat","Residential","DS","","0 - 0.5","","Latter & Blum (l000050)","Alma Criddle","","Cypremort Point","LA","70538","","St Mary","","Lot A James P. Cross Part Per Plat 151 137212 Acq 15L 138042 Improvements","","See RR","N","A","",""
"23008519","Kennedy","1012","John F Kennedy","A","Evangeline","2023-09-18","","2023-09-18","","30","30","155000.00","155000.00","","","1446.00","3","1","1","51 - 75 Years","50.0 sq. ft. X 150.0 sq. ft.","Residential","DS","","0.51 - 0.99","","Keller Williams Realty Acadiana (l000906)","Nathalie Charles","","Ville Platte","LA","70586","","Evangeline","","1 LOT 400--LOT 2 BLK. 6 OF THE KENNEDY EST. SUBDIV. IMP. 6300 (1012 J","","2.5","N","44","",""
"23000274","Atchafalaya Acres","1013","Vermilion Street","A","M3","2023-01-12","","2023-01-12","","279","279","260000.00","200000.00","","","1647.00","2","1","2","41 - 50 Years","100 x 130","Residential","DS","","0 - 0.5","","Keaty Real Estate Team (l000932)","Chasidy Burnett","","Breaux Bridge","LA","70517","","St Martin","","LOTS: 73 & 74 ATCH ACRES SUBCOB: 1329-068-320160 1336-008-323756","","3%-$150","N","73 & 74","",""
"23007531","Golden Meadow","100b","Wheat","A","C","2023-08-17","","2023-09-24","","25","25","210000.00","199000.00","","","1426.00","3","2","","21 - 30 Years","76.8X166.93X","Residential","DS","","0 - 0.5","","Keller Williams Realty Acadiana (l000906)","Monique Ardoin","","Scott","LA","70583","","Lafayette","","LOT 108B GOLDEN MEADOW SUB","","2.5%","N","010","",""
"23005413","Belleview","203","Grace View","A","F","2023-06-20","","2023-06-20","","120","120","252000.00","252000.00","","","1731.00","4","2","","Under Construction","60 x 110","Residential","DS","","0 - 0.5","","Keaty Real Estate Team (l000932)","James Keaty","","Lafayette","LA","70506","","Lafayette","","Belle View Lot 109","","3%","N","109","",""
"23006688","Acadian Oaks","308","Fabiola","A","O","2023-07-25","","2023-07-25","","85","85","274900.00","269900.00","","","2307.00","3","2","","41 - 50 Years","100x150","Residential","DS","","0 - 0.5","","Keller Williams Realty Acadiana (l000906)","Leah Thibaut","","Lafayette","LA","70508","","Lafayette","","LOT 51 ACADIAN OAKS SUB EXT1 (100X150)","","2.5%","N","005","",""
"23006647","None","222","Cultivateur","A","B","2023-07-24","","2023-07-24","","86","86","289900.00","286900.00","","","1400.00","2","2","","41 - 50 Years","As per plat","Residential","DS","","6 - 10.99","","EXP Realty, LLC (l001154)","Rachel Spencer","","Carencro","LA","70520","","Lafayette","","SEC 87 T8S R5E (8.50 ACRES)","","2.5","N","0","Mary Kaye Gremillion",""
"23001201","Audubon Parc","204","Winding Wood","A","N","2023-02-13","","2023-02-13","","247","247","720800.00","720700.00","","","2720.00","4","3","","Under Construction","70X135.37X70X134.68","Residential","DS","","0 - 0.5","","Dwight Andrus Real Estate Agency, LLC (l001261)","Erin Saltzman","","Lafayette","LA","70508","","Lafayette","","LOT 37 AUDUBON PARC  (70X135.37X70X134.68) (9452 SQ FT) (0.217 AC)","","2.5%","N","37","Claire Disch",""
"23006867","Summerview","103","Crescent View","A","F","2023-07-31","","2023-07-31","","79","79","217145.00","217145.00","","","1495.00","3","2","","Under Construction","60X120","Residential","DS","","0 - 0.5","","Cicero Realty LLC (l001234)","Saun Sullivan","","Duson","LA","70529","","Lafayette","","SECT. 33, T9S, R3E SUMMERVIEW SUBDIVISION PH1A, LAFAYETTE PARISH","","3%","N","106","",""
"23003604","Shadows Bend","15","Steamboat","A","I1","2023-05-01","","2023-09-26","","158","158","435000.00","385000.00","","","2210.00","3","2","1","11 - 15 Years","na","Residential","DS","","0 - 0.5","","The Gleason Group (l001255)","Nikki Nugier","","New Iberia","LA","70563","","Iberia","","1- 70/127/52 X 120/74 LOT 70, LOT 68, CULDE SAC, LOTS 28 & 29 BEING L","","3%-$150","N","0","Barton Broussard",""
"23009181","Langlinais Estates","108","Abercrombie","A","O","2023-10-10","","2023-10-10","","8","456","575000.00","575000.00","","","2476.00","4","3","","New","70X154.35","Residential","DS","","0 - 0.5","","NextHome Cutting Edge Realty (l001236)","Kathleen Theriot","","Broussard","LA","70518","","Lafayette","","Lot 4 Langlinais Estates (70X154.35)","","2.5-150","N","4","",""
"23009272","None","807","American Legion","A","A2","2023-10-12","","2023-10-12","","6","6","25500.00","25500.00","","","900.00","2","1","","21 - 30 Years","40x120","Residential","DS","","0 - 0.5","","EXP Realty, LLC (l001154)","Alina Perro","","Rayne","LA","70578","","Acadia","","NORTH 89' OF LOT 3 BLK 49 CD (3/4 LOT-375)(IMP)(A1-896)(LOT SIZE: 40 X 120)  ACQ: MODE BAKER MILLER 97-#632912 R54-10","","3%","N","3","",""
"23004060","None","2211","Atchafalaya River","A","M1","2023-05-08","","2023-05-11","","163","163","495000.00","450000.00","","","3000.00","3","3","","21 - 30 Years","191.91","Residential","DS","","3 - 5.99","","Coldwell Banker Trahan Real Estate Group (l001281)","Sue Dupont","","Breaux Bridge","LA","70517","","St Martin","","Lot: 91.91' Front Lot 20 per plat Lot 100'Front Lot 19 per plat 264634COB: 1310-395-309767 1507-525-414695-1638","","3%-150","N","19 & 20","",""
"23009182","Le Jardin d' Abel","102","Dusty Ridge","A","O","2023-10-09","","2023-10-10","","9","9","1.00","1.00","","","2700.00","4","3","","Proposed Constructio","98 X 215","Residential","PC","","0 - 0.5","","Latter & Blum (l000050)","Melissa Hebert","","Youngsville","LA","70592","","Lafayette","","LOT 34 LE JARDIN D ABEL (98X215)","","2.5% - $150","N","34","Corey Fontenot",""
"23002201","Cary","219","Clara","A","J","2023-03-16","","2023-09-28","","205","205","150000.00","130000.00","","","2206.00","4","2","","76+ Years","120 x 85","Residential","DS","","0 - 0.5","","Rayne Realty Co, Inc (l000111)","Nancy Lyon","","Jennings","LA","70546","","Jefferson Davis","","Lot 5 & 6 BK 32 Cary Addn Less S 15'","","3%","N","5 & 6","",""
"23009414","Pandora Place","100","Pericles, St","A","G3","2023-10-17","","2023-10-17","","1","1","300000.00","300000.00","","","2016.00","3","2","1","16 - 20 Years","88.49X77.14X71.79X31.63","Residential","DS","","0 - 0.5","","RE/MAX Acadiana (l000020)","Yanli Foshee","","Lafayette","LA","70506","","Lafayette","","LOT 1 PANDORA PLACE SUB (88.49X77.14X71.79X31.63)","","2%","N","1","",""
"23007904","Meadow Ridge Estates","200","Ruthwood","A","N","2023-08-28","","2023-08-29","","51","51","599000.00","599000.00","","","3345.00","4","4","1","21 - 30 Years","245.58 x 193.04","Residential","DS","","1 - 2.99","","Latter & Blum (l000050)","Miriam Kolwe","","Lafayette","LA","70503","","Lafayette","","Lot 19","","3%-150","Y","19","",""
"23009420","Enclave","101","Fringe Tree Lane","A","O","2023-10-17","","2023-10-17","","1","1","159000.00","159000.00","","","657.00","1","1","","Under Construction","tbd","Residential","AS","","0 - 0.5","","ReHive, LLC (l001228)","Christopher Soileau","","Lafayette","LA","70508","","Lafayette","","Lot 89 of Enclave Subdivision phase 3","","2.25%","N","89","",""
"22011215","The Woodlands of Acadiana","214","Timber Mill","A","O","2022-12-14","","2022-12-14","","308","308","366800.00","367100.00","","","1931.00","3","2","","Under Construction","50x129","Residential","DS","","0 - 0.5","","EXP Realty, LLC (l001154)","Brandon Landry","","Lafayette","LA","70508","","Lafayette","","Lot 66 Wodlands of Acadiana","","2.5% -250","N","66","",""
"22009884","Oakshire","620","Shireview","A","V1","2022-10-21","","2023-08-26","","323","357","179888.00","145000.00","","","1919.00","3","2","1","41 - 50 Years","120x183.8x160x149x40x38.9","Residential","DS","","0.51 - 0.99","","Trowbridge Realty Corporation (l001270)","John Fabirkiewicz","","Abbeville","LA","70510","","Vermilion","","LOTS 1 & 2 OAKSHIRE S/D (1800) 781-329 1 LOT MEAS 40' ON E & W LINES","","2.5","N","001","",""
"23008760","Richland Heights","215","Chimney Rock","A","N","2023-09-25","","2023-09-25","","23","23","199000.00","197000.00","","","1260.00","3","2","","11 - 15 Years","25X111","Residential","DS","","0 - 0.5","","Reliance Real Estate Group (l001039)","Anna Ward","","Lafayette","LA","70508","","Lafayette","","LOT 17 RICHLAND HEIGHTS","","2%","N","17","",""
"22005769","Moresi Est","3825","Hwy 319","A","St. Mary","2022-06-17","","2023-04-01","","488","772","195000.00","185000.00","","","1250.00","2","2","","31 - 40 Years","99.37x160.30x89.95x160.55","Residential","DS","","0 - 0.5","","Vylla Home (l001346)","David Fernandez","","Cypremort Point","LA","70538","","St Mary","","LOT 103 MORESI ESTATES PART 11 PER PLAT  89 290406  ACQ 377 331396","","3%","N","103","",""
"23007595","None","9336","La-182","A","L2","2023-08-21","","2023-08-21","","58","58","1999999.00","1999999.00","","","6344.00","4","3","2","76+ Years","Per plat","Residential","DS","","50 - 99.99","","Hargroder Real Estate Group (l001199)","Victoria Hargroder Emrick","","Opelousas","LA","70570","","St Landry","","50.54 AC MORE OR LESS BEING IRREGULAR IN SHAPE N DEVILLE & LOPEZ S JO","","RR","N","000","",""
"23005982","Country Acres","3607","I C Suire","A","V1","2023-07-06","","2023-07-12","","98","98","203999.00","195000.00","","","1984.00","3","2","","21 - 30 Years","187 X 205","Residential","DS","","0.51 - 0.99","","EXP Realty, LLC (l001154)","Dustan Quebodeaux","","Erath","LA","70533","","Vermilion","","LOT 45 COUNTRY ACRES S/D IN SW/4 SEC 23 T 12 R 4 E 2014007359 IMP","","2.4% -$150","N","045","",""
"23005360","Avanti","118","Avron","A","C","2023-06-19","","2023-07-18","","92","92","187000.00","174000.00","","","1522.00","3","2","","21 - 30 Years","70.75x128.35","Residential","DS","","0 - 0.5","","New Era Realty, LLC (l001329)","Paul Dugas","","Carencro","LA","70520","","Lafayette","","LOT 25 AVANTI SUB EXT I (70.75X128.35)","","2.5%-$150","N","25","",""
"23000730","Bayview Pointe","526","Bayview","A","St. Mary","2023-01-26","","2023-01-26","","265","265","485000.00","419000.00","","","2016.00","3","3","0","21 - 30 Years","TBD","Residential","AS","","0 - 0.5","","Latter & Blum (l000050)","Allen Duhe","","Cypremort Point","LA","70538","","St Mary","","LOT POR NO 9-A Bayview Marina  Bayhome Developmt lying inside canal Acq.374 330940 & Lying Outside canal Acq  374 33090","","3% - $150","N","9A  30","",""
"23006369","Broussard Hills","307","Broussard Hill","A","H","2023-07-14","","2023-07-17","","96","96","258500.00","258500.00","","","1836.00","4","2","","Under Construction","50 X 125","Residential","DS","","0 - 0.5","","Real Broker, LLC (l001335)","Sean Hettich","","Broussard","LA","70518","","Lafayette","","Lot 31 Broussard Hills Sub","","3%","N","31","",""
"23005380","French St. Subdivision","900","French","A","I2","2023-06-19","","2023-08-08","","95","95","145000.00","125000.00","","","2168.00","3","2","","51 - 75 Years","1-125/124 X 80/79","Residential","DS","","0 - 0.5","","Keller Williams Realty Acadiana (l000906)","La'Derical Wagner","","New Iberia","LA","70560","","Iberia","","1-125/124 X 80/79 C V JACKSON ST, LOT 14, FRENCH ST, LOT 16B BEING LO","","2.5%","N","16","",""
"23005913","Plaza Village","100","Marseilles","A","G3","2023-07-03","","2023-07-12","","98","98","215000.00","215000.00","","","1521.00","3","2","","41 - 50 Years","102.09X100X32.37X125.71","Residential","DS","","0 - 0.5","","Keaty Real Estate Team (l000932)","Charles Ditch","","Lafayette","LA","70506","","Lafayette","","LOT 27 PLAZA VILLAGE PH 2 (102.09X100X32.37X125.71)","","3% (-$150)","N","002","",""
"23000310","Hamlet","103","Arago","A","N","2023-01-12","","2023-02-10","","250","250","1136200.00","1124007.00","","","3893.00","4","4","1","New","101.59 x 90.02 x 135.4 x 90.2","Residential","DS","","0 - 0.5","","Latter & Blum (l000050)","Wendy McCombie","","Lafayette","LA","70508","","Lafayette","","LOT 12 HAMLET PH 2","","2.5%-150","N","12","",""
"23008786","Alexander Miller","650","11th","A","L3","2023-09-25","","2023-09-26","","23","23","55000.00","55000.00","","","1405.00","3","2","","41 - 50 Years","57'X115'","Residential","DS","","0 - 0.5","","Century 21 DCG/Aguillard-Eunice (l001063)","Caroline Ortego","","Eunice","LA","70535","","St Landry","","1 LOT 13 (57X115) BLK 11 EXT 2 ALEX MILLER ADD N TATE AVE S LOT 12 W","","3%-$150","N","013","",""
"23008758","Oakridge Estates","131","Ridge Run","A","E","2023-09-25","","2023-09-25","","23","23","299999.00","299999.00","","","1950.00","3","2","","6 - 10 Years","84X143","Residential","DS","","0 - 0.5","","Andries Migues Realty, LLC (l001394)","Jolie Dupuis","","Carencro","LA","70520","","Lafayette","","LOT 50 COUNTRY COVE ESTATES PH 2","","3%-$150","N","0024","",""
"23008988","None","1046","Bayou Mallet","A","A3","2023-10-02","","2023-10-03","","16","16","159000.00","159000.00","","","1259.00","2","2","","31 - 40 Years","140.09 x 471.61","Residential","DS","","1 - 2.99","","EXP Realty, LLC (l001154)","Darrel Folse","","Eunice","LA","70535","","Acadia","","1.96 AC SEC 23 T7-1E. (LOT) (IMP) (B-1354) ACQ: JOHN R. DALEY 97-#640","","2.5%","N","0","Stacy Folse",""
"23004166","Bell Heights","107","Bellridge","A","G3","2023-05-15","","2023-05-23","","148","148","300000.00","285000.00","","","2985.00","4","3","","41 - 50 Years","(85X125)","Residential","DS","","0 - 0.5","","EXP Realty, LLC (l001154)","David Wenger","","Lafayette","LA","70506","","Lafayette","","LOT 35 BELL HEIGHTS SUB (85X125)","","2.5% - $150","Y","35","",""
"23008912","Marion Faulk","10728","Sandra","A","V2","2023-09-26","","2023-10-04","","14","14","100000.00","100000.00","","","2020.00","3","2","","31 - 40 Years","115 x 155","Residential","DS","","0 - 0.5","","Keller Williams Realty Acadiana (l000906)","Vanessa Duhon","","Kaplan","LA","70548","","Vermilion","","LOT 53 MARION FAULK S/D 201-2462 IMP","","3%","N","053","",""
"23005123","Le Triomphe","1110","Le Triomphe","A","M2","2023-06-12","","2023-08-23","","106","106","825000.00","799000.00","","","3064.00","4","3","","New","120x125","Residential","DS","","0 - 0.5","","EXP Realty, LLC (l001154)","Blake Weaver","","Broussard","LA","70518","","St Martin","","Lot 42a Le Triomphe Tract K, Phase 3 of Le Triomphe Phase II","","2% - $200","N","42a","",""
"23007953","Beau Savanne","114","Beauchamp","A","K","2023-08-29","","2023-08-30","","49","49","344900.00","334900.00","","","1944.00","4","3","","6 - 10 Years","60X122","Residential","DS","","0 - 0.5","","EXP Realty, LLC (l001154)","Nikki Wilson","","Lafayette","LA","70506","","Lafayette","","LOT 32 BEAU SAVANNE PH 1  (60X121.9X60X122)","","3% - 100","N","32","",""
"23002670","None","4961","Verot School","A","P","2023-04-01","","2023-04-01","","200","571","447000.00","442500.00","","","2931.00","4","3","","Other - See Remarks","Per Plat","Residential","DS","","0.51 - 0.99","","Real Broker, LLC (l001335)","Shannon Broussard","","Youngsville","LA","70592","","Lafayette","",".869 acre as per plat","","SEE RR","N","2","",""
"23006986","Fox Chase","108","Steeple Chase","A","G3","2023-08-02","","2023-08-02","","77","223","199500.00","180000.00","","","1640.00","3","2","","31 - 40 Years","58 x 110","Residential","DS","","0 - 0.5","","Keller Williams Realty Acadiana (l000906)","Stacy Johnston","","Lafayette","LA","70506","","Lafayette","","LOT 135 FOX CHASE SUB PHASE II (58X110)","","3","N","013","",""
"23008120","None","3319","Pressley","A","V2","2023-09-05","","2023-10-04","","14","14","299900.00","270000.00","","","3054.00","4","3","","21 - 30 Years","98 X 301","Residential","MM","","0.51 - 0.99","","Andries Migues Realty, LLC (l001394)","Jolie Dupuis","","Maurice","LA","70555","","Vermilion","","LOTS 9, 10, 11 W/SIDE STRIP S/D IN SEC 11 T 11 R 2 E 204-2869 IMP","","3%-$150","N","009","Monica Eddy",""
"23009362","Larpenteur","1109","Forest","A","St. Mary","2023-10-16","","2023-10-16","","2","2","124500.00","124500.00","","","1620.00","3","2","","51 - 75 Years","150' X 182'","Residential","DS","","50 - 99.99","","Thomson Real Estate (l000967)","Alexa Lovell","","Franklin","LA","70538","","St Mary","","Lot 10 Larpenteur Subd ACQ 9U 98927; Lot 7 Larpenteur Subd ACQ 9U 98927; Lot Tract ''CDEFC'' per plat 33V 232636","","3% - $200","N","7,10 & Tract 'CDEFC'","",""
"23009422","None","9917","Jefferson Island Road","A","I3","2023-10-17","","2023-10-17","","1","1","360000.00","360000.00","","","2177.00","3","2","","21 - 30 Years","2.9 acres","Residential","DS","","1 - 2.99","","RE/MAX Acadiana (l000020)","Mandy Menard Lavergne","","New Iberia","LA","70560","","Iberia","","See Realtor Remarks for Full Legal","","2.5%-$250","N","00","",""
"23009276","West End Hgts","201","Duclos","A","G3","2023-10-12","","2023-10-12","","6","235","174900.00","174900.00","","","1350.00","2","2","","51 - 75 Years","75X63.5","Residential","DS","","0 - 0.5","","EXP Realty, LLC (l001154)","Derek Foreman","","Lafayette","LA","70506","","Lafayette","","E 63.5 FT OF LOTS 1 2 3 BLK 19 WEST END HTS SUB (75X63.5)","","2%","N","000","",""
"23007697","Daigre","369","Hilltop Circle","A","I1","2023-08-21","","2023-08-23","","58","58","172000.00","172000.00","","","1718.00","3","2","","51 - 75 Years","60 X 125","Residential","DS","","0 - 0.5","","Bob Beyt Properties (l000928)","Dena Beyt","","New Iberia","LA","70563","","Iberia","","LOT 45, BLOCK 103 OF DAIGRE SUBDIVISION","","3%","N","45","",""
"23005154","Carmel Ridge","302","Prairie","A","D","2023-06-12","","2023-06-12","","128","128","446000.00","446000.00","","","2358.00","4","2","1","Under Construction","94.25X145","Residential","DS","","0 - 0.5","","PAR Realty, LLP (l000944)","Trabais Montgomery","","Lafayette","LA","70501","","Lafayette","","LOT 10 CARMEL RIDGE (94.25X145)","","2.5%-$150","N","001","",""
"23008344","Cypress Meadows","407","Old Road","A","O","2023-09-12","","2023-09-15","","33","33","368500.00","359000.00","","","1994.00","3","2","","4 - 5 Years","per plat","Residential","DS","","0 - 0.5","","Real Broker, LLC (l001335)","Carrie Theard","","Broussard","LA","70518","","Lafayette","","LOT 278 CYPRESS MEADOWS PH III-A","","2.5%","N","278","",""
"23007563","None","1357","Jesse B","A","L2","2023-08-18","","2023-08-18","","61","61","149000.00","149000.00","","","2800.00","4","3","","16 - 20 Years","150X290.40","Residential","MM","","1 - 2.99","","Keller Williams Realty Acadiana (l000906)","Helen Thibeaux","","Church Point","LA","70525","","St Landry","","TRACT 1 (1 AC) (150X290.40) NE PH RD 6-80 SE BELLEAU FRONTING 150' ON PH RD 6-80 IN SEC 43 T-6S R-2E ST LANDRY PARISH","","3%-150","N","000","",""
"23008080","Country Squire Estates","1059","Briar Patch","A","M1","2023-09-04","","2023-10-03","","34","34","365000.00","365000.00","","","2909.00","3","3","","41 - 50 Years","152.6 X 239.94","Residential","DS","","0.51 - 0.99","","Real Broker, LLC (l001335)","Sean Hettich","","Broussard","LA","70518","","St Martin","","LOT: 152.6 X 239.94 PLOT 25 COUNTRY SQUIRES EST. SUB.","","2.5%","N","25","",""
"23007246","Ward Twelve Non-Subdivision","1009","Main","A","St. Mary","2023-08-07","","2023-08-09","","72","72","138900.00","138900.00","","","2476.00","3","2","","76+ Years","65 x 245.15 x 85 x 243.98","Residential","DS","","0 - 0.5","","Caffery Real Estate, Inc. (l000915)","Katie LaBauve","","Franklin","LA","70538","","St Mary","","LOT BD MCCARTHY - MAIN ST - DELAHOUSSAYE - PERRET","","See Remarks","N","BD McCarthy","",""
