"Listing Number","Subdivision","Street Number","Street Name","Status","Area","Listing Date","Expiration Date","Status Change Date","Under Contract Date","Agent Days On Market","Cumulative DOM","Original List Price","Listing Price","Sold Price","Sold Price/SqFt","SqFt - Living","# Bedrooms","Baths - Full","Baths - 1/2","Approximate Age","Lot Dimensions","Property Type","Type","Sold Date","Acreage Range","Selling Office","Listing Office","Listing Member","Selling Member","City","State","Zip Code","Unit #","Parish","Co-selling Member","Legal Desc","Projected Closing Date","Compensation","Pool on Subject Property","Lot #","Co-listing Member","Sold Terms"
"23006232","None","2755","Hwy 752","P","L2","2023-07-11","","2023-09-22","2023-09-21","69","69","440000.00","419900.00","","","1100.00","2","1","","51 - 75 Years","0X0","Residential","DS","","30 - 49.99","","Century 21 DCG/Aguillard-Eunice (l001063)","Raymond Aguillard","","Opelousas","LA","70570","","St Landry","","36 Acres Sec 29 T6S R3E","2023-11-17","2.5%","N","0","",""
"23000841","3rd West Side Addition","1105","4th","P","V2","2023-01-31","","2023-08-29","2023-08-28","195","195","225000.00","210000.00","","","1755.00","3","2","1","21 - 30 Years","140 X 60 (0.2587 acre)","Residential","DS","","0 - 0.5","","Real Broker, LLC (l001335)","Lexi Anthony","","Kaplan","LA","70548","","Vermilion","","LOTS 6 & 7 BLK 17 3RD W/SIDE ADD 2014004708 IMP","2023-11-01","2.5% - $150","N","6/7","",""
"23003839","Quintana Marina Phase II","2668","Highway 319","P","St. Mary","2023-05-05","","2023-09-25","2023-09-25","143","143","647000.00","575000.00","","","1118.00","2","2","","11 - 15 Years","76x155x74x165 Appr.","Residential","DS","","0 - 0.5","","Real Broker, LLC (l001335)","Jalyn Dyer Plaisance","","Cypremort Point","LA","70538","","St Mary","","LOT POR NO KK QUINTANA MARINA SUBD PHASE II EXT NO 2 LYING OUTSIDE CANAL  ACQ 384 332506","2023-11-24","2.5% - $150","Y","LL&KK","",""
"23004151","Cedar Creek","109","Florence Peak","P","D","2023-05-12","","2023-10-09","2023-10-09","150","150","251500.00","239000.00","","","1786.00","4","2","","Under Construction","55X120","Residential","DS","","0 - 0.5","","Goldie Locks Realty LLC (l001197)","Brandy Siner","","Lafayette","LA","70501","","Lafayette","","Cedar creek subdivision lot 25 55X120","2023-11-24","3","N","25","",""
"23006319","Richfield Place","101 C","Cezanne","P","K","2023-07-14","","2023-09-15","2023-09-15","57","382","229000.00","225000.00","","","1603.00","3","2","","New","(0.206 AC)","Residential","DS","","0 - 0.5","","EXP Realty, LLC (l001154)","Paul Tylock","","Rayne","LA","70578","","Lafayette","","LOT 1C RICHFIELD PLACE SUBD  (0.206 AC)(21-12914 PLAT)","2023-10-20","2.25-150","N","1C","",""
"23006973","Cypress Meadows","627","Easy Rock Landing","P","O","2023-08-02","","2023-08-27","2023-08-17","6","6","435000.00","435000.00","","","2250.00","4","3","","1 - 3 Years","LOT 239 CYPRESS MEADOWS PH III-A","Residential","DS","","0 - 0.5","","Rhodes Realty, LLC (l001240)","Lulu David","","Broussard","LA","70518","","Lafayette","","LOT 239 CYPRESS MEADOWS PH III-A","2023-11-02","2.5%-200","N","239","",""
"23007833","Willow Run Th","1310","Dulles","P","G3","2023-08-26","","2023-09-22","2023-09-21","26","26","149000.00","141000.00","","","1650.00","3","3","","31 - 40 Years","Per Plat","Residential","AS","","0 - 0.5","","EXP Realty, LLC (l001154)","Blake Miller","","Lafayette","LA","70506","B","Lafayette","","LOT 310-B WILLOW RUN SUB","2023-10-31","2.5% -$150","Y","031","",""
"23006472","Gabriel's Place","304","Ethereal","P","P","2023-07-19","","2023-08-22","2023-08-22","34","34","280305.00","280305.00","","","2072.00","4","3","","Under Construction","55X124","Residential","DS","","0 - 0.5","","Cicero Realty LLC (l001234)","Saun Sullivan","","Youngsville","LA","70592","","Lafayette","","GABRIEL'S PLACE -  SECTION 11, T11S, R4E, LAFAYETTE PARISH, LOUISIANA","2023-11-02","2.5%","N","3","",""
"23008284","Sugar Ridge","201","Valcour","P","P","2023-09-09","","2023-09-27","2023-09-27","18","18","275000.00","275000.00","","","1959.00","4","2","","6 - 10 Years","160x107x11x20x120","Residential","DS","","0 - 0.5","","Real Broker, LLC (l001335)","Rachel Lee","","Youngsville","LA","70592","","Lafayette","","LOT 103 SUGAR RIDGE PH 3 (11075.45 SQ FT)","2023-10-27","3%","N","010","",""
"23005018","Magnolia Lakes","3208","Haven Lake","P","V1","2023-06-05","","2023-08-29","2023-08-28","84","84","371000.00","366000.00","","","3175.00","4","3","","Under Construction","60 x 120","Residential","DS","","0 - 0.5","","Real Broker, LLC (l001335)","Sean Hettich","","Maurice","LA","70555","","Vermilion","","Lot 60 Magnolia Lakes","2023-10-31","3%","N","60","",""
"23008678","Acadian Meadows","401","Arbor Springs","P","K","2023-09-22","","2023-09-22","2023-09-22","0","0","274945.00","274945.00","","","1887.00","3","2","","Under Construction","90X120X76X95","Residential","DS","","0 - 0.5","","Cicero Realty LLC (l001234)","Saun Sullivan","","Lafayette","LA","70506","","Lafayette","","ACADIAN MEADOWS PHASE 1; LOCATED IN SECT. 18, T10S-R14E","2023-11-15","2.5%","N","255","",""
"23007044","Holiday Meadows","202","Michot","P","O","2023-08-04","","2023-09-15","2023-09-15","42","42","239500.00","235000.00","","","2057.00","3","2","","41 - 50 Years","118.27X130X109.14X130.32","Residential","DS","","0 - 0.5","","EXP Realty, LLC (l001154)","Adam Racca","","Lafayette","LA","70508","","Lafayette","","LOT 67 HOLIDAY MEADOWS SUB PHASE 3  (118.27X130X109.14X130.32)","2023-10-18","2.5% -$150","N","67","",""
"23008391","North College Heights","102","Rosewood","P","C","2023-09-13","","2023-10-10","2023-10-09","5","5","130000.00","130000.00","","","1015.00","3","1","","51 - 75 Years","75 x 132.95","Residential","DS","","0 - 0.5","","Keller Williams Realty Acadiana (l000906)","Helen Thibeaux","","Lafayette","LA","70506","","Lafayette","","Lots 5, 6, 7 North College HTS 75 x 133.1","2023-11-10","3%","N","5, 6, 7","",""
"23004528","None","1517","Hebert","P","M2","2023-05-25","","2023-09-20","2023-09-19","111","111","199500.00","157500.00","","","3100.00","3","1","","76+ Years","N/A","Residential","DS","","1 - 2.99","","Keaty Real Estate Team (l000932)","Alyson Schexnayder","","St. Martinville","LA","70582","","St Martin","","2.00 AC: 204.48' FRONT ON LA HWY. 321(BEING TRACT 3B PER PLAT OF SURVEY#218770)COB: 588-391-141613 922-387-217707 154","2025-01-02","3%-$150","N","0","",""
"23008001","Cornay Add","301","Saint Thomas","P","G3","2023-08-30","","2023-09-15","2023-09-14","1","1","192250.00","192250.00","","","1538.00","3","2","","51 - 75 Years","104x63","Residential","DS","","0 - 0.5","","Latter & Blum (l000050)","Jade Dupuis Barras","","Lafayette","LA","70506","","Lafayette","","SE 1/2 LOTS 1-2-3-4 BLK B 8TH CORNAY EXT","2023-10-24","3%-150","N","SE 1/2 LOTS 1-2-3-4","",""
"23008306","Country Lakes","101","Sunrise Point","P","K","2023-09-11","","2023-10-10","2023-10-09","18","18","200000.00","190000.00","","","1863.00","3","2","","11 - 15 Years","45.03x39.27x80x70.03x105","Residential","DS","","0 - 0.5","","A.L.C. Real Estate (l000016)","Marianne Dupuis","","Rayne","LA","70578","","Lafayette","","Lot 41, Country Lakes SD (45.03x39.27x80x70.03x105)","2023-11-07","*3%","N","41","",""
"23003287","West Village","220","Trail Pointe","P","F","2023-04-21","","2023-10-10","2023-10-10","136","136","396500.00","396900.00","","","1800.00","3","2","","Under Construction","50x105","Residential","DS","","0 - 0.5","","EXP Realty, LLC (l001154)","Brandon Landry","","Scott","LA","70583","","Lafayette","","Lot R-20 of West Village","2023-11-22","2.5%-250","N","R-20","",""
"23006364","Briars Cove","218","Wild Cherry","P","N","2023-07-17","","2023-10-10","2023-10-10","75","75","263325.00","263320.00","","","1851.00","4","2","1","Under Construction","60X120","Residential","DS","","0 - 0.5","","Cicero Realty LLC (l001234)","Saun Sullivan","","Lafayette","LA","70508","","Lafayette","","SECT. 42; T11S,R4E, LAFAYETTE PARISH","2023-11-21","2.5%","N","157","",""
"23005920","Ville de Cote Gelee","105","Valsain","P","O","2023-07-03","","2023-07-03","2023-07-03","0","0","299000.00","299000.00","","","1876.00","4","2","","Under Construction","60x120","Residential","DS","","0 - 0.5","","Lamplighter Realty, LLC (l001186)","Tassie Fonseca","","Broussard","LA","70518","","Lafayette","","LOT 54 VILLE DE COTE GELEE PH 2  (60X120)","2023-11-14","2.5%","N","54","",""
"23003588","The Reserve Estates","106","Reservoir","P","O","2023-05-01","","2023-08-05","2023-08-05","96","96","749900.00","749900.00","","","3264.00","4","3","1","4 - 5 Years","N/A","Residential","DS","","0 - 0.5","","Free Listings Lafayette (l001317)","Melissa Holland","","Broussard","LA","70518","","Lafayette","","LOT 33 THE RESERVE & THE RESERVE ESTATES","2023-11-06","2%","N","003","",""
"23008880","None","520","Main","P","L2","2023-09-27","","2023-10-10","2023-10-10","13","13","129900.00","129900.00","","","906.00","2","2","","51 - 75 Years","50X108","Residential","DS","","0 - 0.5","","Vylla Home (l001346)","Pam Arceneaux","","Cankton","LA","70584","","St Landry","","1 LOT (50X108) N DUGAS S E GUILBEAU W HY 93 FRONTING 50' ON HWY 93 10","2023-11-15","2.5%","N","1","",""
"23004874","Picard Farms","108","Augustin","P","V2","2023-05-31","","2023-10-10","2023-10-10","132","132","250500.00","240500.00","","","1874.00","4","2","","Under Construction","As per plat","Residential","DS","","0 - 0.5","","Real Broker, LLC (l001335)","Sean Hettich","","Maurice","LA","70555","","Vermilion","","Lot 119 Picard Farms","2023-11-16","3%","N","119","",""
"22011053","Meadows West Condominiums","201","High Meadows","P","D","2022-12-04","","2023-10-11","2023-10-11","308","308","79000.00","72900.00","","","1120.00","2","1","","21 - 30 Years","n/a","Residential","AS","","0 - 0.5","","Goldie Locks Realty LLC (l001197)","My'run Londo","","Lafayette","LA","70501","134","Lafayette","","BUILDING F (34) MEADOWS WEST CONDOMINIUMS","2023-11-23","2.5-250","N","003","",""
"22011052","Meadows West Condominiums","201","High Meadows","P","D","2022-12-04","","2023-10-11","2023-10-11","268","268","79000.00","72900.00","","","1125.00","2","1","","21 - 30 Years","n/a","Residential","AS","","0 - 0.5","","Goldie Locks Realty LLC (l001197)","My'run Londo","","Lafayette","LA","70501","133","Lafayette","","BUILDING F (33) MEADOWS WEST CONDOMINIUMS","2023-11-23","2.5-250","N","003","",""
"23007060","Plaza Village Condos","101","Wilbourn","P","G3","2023-08-02","","2023-10-12","2023-10-11","67","67","119000.00","105000.00","","","1000.00","2","1","1","31 - 40 Years","na","Residential","AS","","0 - 0.5","","Latter & Blum (l000050)","Johnna Taylor","","Lafayette","LA","70506","610","Lafayette","","UNIT #610 BLDG 6 PLAZA VIL- LAGE CONDOS PHASE I AND AN UNDIV 1/52 INT","2023-10-31","3%-150","Y","061","",""
"23006478","None","6314","Highway 182","P","St. Mary","2023-07-17","","2023-10-10","2023-10-10","85","85","260000.00","188700.00","","","2577.00","4","2","","21 - 30 Years","See Plat","Residential","DS","","0 - 0.5","","Brandon E. Breaux Real Estate (l000979)","Brandon Breaux","","Franklin","LA","70538","","St Mary","","LOT 5 SHADYSIDE SUBD PER PLAT 37T 248171  ACQ 442 341422","2023-11-24","3%-$150 See RR","N","5","Marcus Harris",""
"23008069","Brunswick Place","102","Mared","P","G3","2023-09-02","","2023-10-10","2023-10-08","31","31","235000.00","230000.00","","","1609.00","3","2","","21 - 30 Years","65X98.96X68.25X104.76","Residential","DS","","0 - 0.5","","Keller Williams Realty Acadiana (l000906)","Ryan Petticrew","","Lafayette","LA","70506","","Lafayette","","LOT 13 BRUNSWICK PLACE (65X98.96X68.25X104.76)","2023-10-27","2.5% net","N","001","",""
"23003015","E L Chappuis Addition","402","Section","P","A2","2023-04-13","","2023-09-15","2023-09-15","155","155","196999.00","187400.00","","","1300.00","3","2","","New","40x120","Residential","DS","","0 - 0.5","","A.L.C. Real Estate (l000016)","Marianne Dupuis","","Rayne","LA","70578","","Acadia","","LOT 4, BLK 58, E L CHAPPUIS","2023-10-20","2.5%*","N","4","",""
"23007893","St. Clair","217","Saint Fidelis","P","B","2023-08-07","","2023-09-03","2023-09-01","25","25","295000.00","295000.00","","","1660.00","2","2","","41 - 50 Years","21 acres+/-","Residential","DS","","20 - 29.99","","Latter & Blum (l000050)","Kelly Trautmann","","Carencro","LA","70520","","Lafayette","","LTS 20-24 ST CLAIR SUB (LOT 21 IS HOMESITE) LOTS 8-12 ST CLAIR SUB   21 acres +/- located R5E Sec. 94 & 95 multiple lot","2023-10-31","3%-150","N","000","Kenneth Simeral",""
"23003706","Magnolia Lakes","7027","Silver Lake","P","V1","2023-05-01","","2023-10-10","2023-10-10","162","162","248000.00","243000.00","","","1731.00","4","2","","Under Construction","60 x 120","Residential","DS","","0 - 0.5","","Real Broker, LLC (l001335)","Sean Hettich","","Maurice","LA","70555","","Vermilion","","Lot 53 Magnolia Lakes","2023-11-09","3%","N","53","",""
"23006606","Milton Ridge Estates","111","Milton","P","N","2023-07-21","","2023-09-15","2023-09-14","55","55","235000.00","229000.00","","","1371.00","3","2","","6 - 10 Years","50X97","Residential","DS","","0 - 0.5","","ReHive, LLC (l001228)","Christopher Soileau","","Youngsville","LA","70592","","Lafayette","","LOT 6 MILTON RIDGE ESTATES","2023-11-01","2.25%","N","6","",""
"23007902","Hudson Yards","233","Weaver","P","V1","2023-08-29","","2023-08-29","2023-08-29","0","0","256780.00","256780.00","","","1935.00","4","2","0","Under Construction","43X121X43X108","Residential","DS","","0 - 0.5","","Cicero Realty LLC (l001234)","Saun Sullivan","","Maurice","LA","70555","","Vermilion","","SECT. 1, T11S- R3E, VERMILION PARISH","2023-10-20","2.5%","N","17","",""
"23006267","Picard Farms","128","Romain Picard","P","V2","2023-07-13","","2023-10-10","2023-10-10","89","89","241500.00","231500.00","","","1786.00","4","2","","Under Construction","50 x 120","Residential","DS","","0 - 0.5","","Real Broker, LLC (l001335)","Sean Hettich","","Maurice","LA","70555","","Vermilion","","Lot 129 Picard Farms","2023-11-20","3%","N","129","",""
"23004173","Greyford Estates","612","Greyford","P","N","2023-05-15","","2023-09-20","2023-09-15","123","123","875000.00","840000.00","","","2850.00","4","3","1","1 - 3 Years","105x150","Residential","DS","","0 - 0.5","","Reliance Real Estate Group (l001039)","Anna Ward","","Lafayette","LA","70503","","Lafayette","","LOT 46 GREYFORD ESTATES SUBD (15,623.02 SQ FT)","2023-12-01","3%","N","46","",""
"23006047","Westward Heights","117","Winbourne","P","F","2023-07-07","","2023-10-10","2023-10-10","83","83","199900.00","159900.00","","","1062.00","3","1","","31 - 40 Years","65X138.9","Residential","DS","","0 - 0.5","","ICON Real Estate Co (l001333)","Jenny Hale","","Scott","LA","70583","","Lafayette","","LOT 26 WESTWARD HTS SUB  (65X138.9)","2023-11-24","2.5% -$150","N","26","",""
"23008264","None","13224","Lemaire-Hartman","P","V3","2023-09-07","","2023-09-20","2023-09-20","13","13","300000.00","250000.00","","","1900.00","4","2","1","51 - 75 Years","12.24 acres","Residential","DS","","11 - 19.99","","EXP Realty, LLC (l001154)","Alina Perro","","Abbeville","LA","70510","","Vermilion","","10.03 AC IN SE/4 OF NE/4 SEC 33 T 12 R2 E      2.21 AC IN NE/4 SEC 33 T 12 R 2 E 211-4091      IMP","2023-10-31","2%","Y","N/A","",""
"23008031","Judice Meadows Townhomes","111","Judice Meadows","P","G3","2023-08-30","","2023-09-03","2023-09-02","3","3","182000.00","182000.00","","","1371.00","2","2","1","16 - 20 Years","irregular","Residential","AS","","0 - 0.5","","Latter & Blum (l000050)","Debbie Horaist","","Lafayette","LA","70506","","Lafayette","","LOT 25 JUDICE MEADOWS TOWNHOUSES PH V","2023-10-27","3%-150","N","25","",""
"23007662","Northside Sub Ext 1","505","Sunset","P","D","2023-08-22","","2023-10-10","2023-10-10","45","45","85000.00","55000.00","","","1100.00","2","1","","51 - 75 Years","100X50","Residential","AS","","0 - 0.5","","PAR Realty, LLP (l000944)","Sabrina Cormier","","Lafayette","LA","70501","","Lafayette","","LOT 4 BLK 10 NORTHSIDE SUB (50X110)","2023-10-19","3%-$150","N","000","",""
"23006960","None","1016","Holden Calais","P","M1","2023-08-02","","2023-08-24","2023-08-24","22","22","240000.00","235000.00","","","1440.00","3","2","","51 - 75 Years","1.68 acres","Residential","DS","","1 - 2.99","","EXP Realty, LLC (l001154)","Lauren Judice","","Breaux Bridge","LA","70517","","St Martin","","0.88 AC: PLOT 4 & PLOT 5 PER PLAT OF SURVEY #144178COB.;44 ACRES: PLOT 3 PLAT OF SURVEY #144178COB 0.358 AC: LOT 8-A PL","2023-11-10","2.5%- $150","N","3.4.5.8A","",""
"23006539","West Village","104","Oak Village","P","F","2023-07-19","","2023-10-11","2023-10-10","83","83","399000.00","399000.00","","","1705.00","3","2","","1 - 3 Years","139.26x47.64x121.70x40","Residential","DS","","0 - 0.5","","Latter & Blum (l000050)","Clare Hensarling","","Scott","LA","70583","","Lafayette","","LOT R-47 WEST VILLAGE PH I (5,400 SQ FT)","2023-11-15","2.5%-150","N","R-47","Anna-Corinne Mahtook",""
"23004705","Langlinais Estates","102","Lansing","P","O","2023-05-31","","2023-09-15","2023-09-15","107","107","697060.00","697060.00","","","2681.00","4","3","","Under Construction","70x135","Residential","DS","","0 - 0.5","","Latter & Blum (l000050)","Jessica LaCourse Broussard","","Youngsville","LA","70592","","Lafayette","","LOT 68 LANGLINAIS ESTATES (70X135)","2024-01-29","2.5%-$150","N","68","",""
"23006649","Peck Villa","203","Ovey","P","H","2023-07-24","","2023-10-13","2023-10-13","9","9","175000.00","175000.00","","","1300.00","3","2","","31 - 40 Years","73x103.5","Residential","DS","","0 - 0.5","","Keller Williams Realty Acadiana (l000906)","Nah Senpeng","","Lafayette","LA","70501","","Lafayette","","LOT 103 PECK VILLA SUB (73X103.5)","2023-11-13","2.5%","N","010","Charles Ilonya",""
"23004656","Judice Farms Estates","101","Judice","P","L2","2023-05-30","","2023-10-12","2023-10-10","133","133","695000.00","695000.00","","","2809.00","5","3","1","16 - 20 Years","236.2X269.63X886.2X319.83","Residential","DS","","1 - 2.99","","Dream Home Realty, LLC (l001181)","Shannon Thibodeaux","","Sunset","LA","70584","","St Landry","","1 LOT 22 (78.54X319.83) (2.056 AC) JUDICE FARMS ESTATES IN SEC 63 T-7S R-4E (CUL SESAC LOT) 975118 (T-42-499)","2023-12-01","See R Remarks","Y","22","",""
"23003540","Timberstone Estates","710","Timberstone","P","I1","2023-04-28","","2023-10-13","2023-10-12","167","167","229990.00","215990.00","","","1684.00","4","2","","Under Construction","106x76x106x75","Residential","DS","","0 - 0.5","","WJH LLC of Delaware (l001363)","Leslie Dekle","","New Iberia","LA","70563","","Iberia","","BEING LOT 8, BLK 4, TIMBERSTONE ESTATES SUB, PHASE III  BEING IN SEC 22, T12S, R7E","2023-11-28","3%","N","34008","Nora Pruitt",""
"23008505","None","1300","Gloria Switch","P","C","2023-09-18","","2023-09-22","2023-09-21","3","3","125000.00","125000.00","","","864.00","2","1","","41 - 50 Years","60 x 119","Residential","DS","","0 - 0.5","","Keaty Real Estate Team (l000932)","Chasidy Burnett","","Carencro","LA","70520","","Lafayette","","TRACT A SEC 33 T8S R4E (0.164 AC) (60X199X60X199.34) (02-58031) PLAT (97-11189)","2023-10-23","3%-$150","N","N/A","",""
"23007688","Briargate Th","501","Briargate","P","G2","2023-08-23","","2023-09-22","2023-09-22","4","4","299500.00","299500.00","","","2275.00","3","2","1","31 - 40 Years","35 x 60","Residential","AS","","0 - 0.5","","EXP Realty, LLC (l001154)","Lainey Waguespack","","Lafayette","LA","70503","","Lafayette","","LOT 501 BRIARGATE TOWN- HOUSE DEV PHASE II (35X60)","2023-10-20","2.5% -200","Y","501","",""
"23002541","R. Broussard Est","902","Fontenot","P","Calcasieu","2023-03-26","","2023-09-17","2023-09-15","125","125","195000.00","190000.00","","","1838.00","3","2","","31 - 40 Years","101x157","Residential","DS","","0 - 0.5","","EXP Realty, LLC (l001154)","Stacy Folse","","Iowa","LA","70647","","Calcasieu","","LT 13 FONTENOT LOT 5 OF R. BROUSSARD EST, LT 14 FONTENOT LOT 5 OF R. BROUSSARD EST","2023-10-27","2.5%","N","5","Darrel Folse",""
"23008353","Grant Place","313","Suzanne Dejean","P","L1","2023-09-08","","2023-09-16","2023-09-15","7","7","185000.00","185000.00","","","1500.00","3","2","","16 - 20 Years","114.54X139.69","Residential","DS","","0 - 0.5","","Hargroder Real Estate Group (l001199)","Ginger Daigle Dupre","","Opelousas","LA","70570","","St Landry","","1 LOT 19 (114.54X139.69) GRANT PLACE SUBDIV N SANDOZ S GRANT PLACE DR","2023-10-20","2.5%-150","N","19","",""
"23007577","Bradford Gate","108","Hardball","P","C","2023-08-20","","2023-09-17","2023-09-17","5","5","145000.00","145000.00","","","1512.00","3","2","","21 - 30 Years","unknown","Residential","DS","","0 - 0.5","","Keller Williams Realty Acadiana (l000906)","Pat Barnard","","Carencro","LA","70520","","Lafayette","","LOT 22 BRADFORD GATE SUB PHASE II-A (12,401 SQ FT)","2023-10-27","3%","N","002","",""
"23005529","Sugar Mill Pond","Tbd","Gaunt","P","P","2023-06-22","","2023-08-07","2023-08-07","46","46","199000.00","199000.00","","","750.00","1","1","","Under Construction","tbd","Residential","AS","","0 - 0.5","","ReHive, LLC (l001228)","Christopher Soileau","","Youngsville","LA","70592","2","Lafayette","","Tbd Sugar Mill Pond","2023-12-21","2.25%","N","tbd","",""
"23002567","River Trace","3500","Simcoe","P","H","2023-03-29","","2023-09-18","2023-09-17","161","161","124000.00","122000.00","","","1340.00","2","2","1","31 - 40 Years","Irregular","Residential","AS","","0 - 0.5","","Latter & Blum (l000050)","Natalie Leon","","Lafayette","LA","70501","46","Lafayette","","UNIT 604 RIVER TRACE CONDOS UNIT #46","2023-10-24","3%-$150","N","604","",""
"23008087","Primeaux Village Phase II","904","Braquet","P","C","2023-09-01","","2023-10-11","2023-10-10","7","7","185000.00","185000.00","","","2365.00","4","2","","16 - 20 Years","121 x 500","Residential","MM","","1 - 2.99","","Dream Home Realty, LLC (l001181)","Kent Rogers","","Carencro","LA","70520","","Lafayette","","LOT 7 PRIMEAUX VILLAGE PHASE II (1.389 ACRES) (121X500X121X500)","2023-11-10","3% - $150","N","7","",""
"23008684","Kates Crossing","210","Vagabond","P","G3","2023-09-22","","2023-09-22","2023-09-22","0","0","215440.00","215440.00","","","1356.00","3","2","","Under Construction","50X122","Residential","DS","","0 - 0.5","","Cicero Realty LLC (l001234)","Saun Sullivan","","Lafayette","LA","70506","","Lafayette","","KATES CROSSING PHASE 1; LOCATED IN SECT. 8, T10S-R4E","2023-11-14","2.5%","N","33","",""
"23002800","Pelican Ridge","106","Pelican Haven","P","C","2023-04-05","","2023-09-28","2023-09-27","140","140","224900.00","215000.00","","","1500.00","3","2","","16 - 20 Years","TBD","Residential","DS","","0 - 0.5","","Real Broker, LLC (l001335)","Jamie Knight","","Carencro","LA","70520","","Lafayette","","LOT 4 PELICAN RIDGE PHASE I","2023-10-27","3%-$150","N","4","",""
"23006230","None","2990","Higginbotham Hwy","P","A4","2023-07-12","","2023-10-11","2023-10-10","90","90","235000.00","215000.00","","","1350.00","3","2","","21 - 30 Years","65340","Residential","DS","","1 - 2.99","","Vylla Home (l001346)","Kenni Delahoussaye","","Church Point","LA","70525","","Acadia","","1.50 AC SEC 17 & 20 T8-3E (MS AG) (IMP) (B8-1320) (EMPB) ACQ: EUGENE","2023-11-10","3%","N","N/A","",""
"23008066","Waterford Ridge","405","Hillbrooke","P","O","2023-09-02","","2023-10-11","2023-10-10","38","204","260000.00","260000.00","","","1714.00","4","2","","16 - 20 Years","75X106.56","Residential","DS","","0 - 0.5","","Keller Williams Realty Acadiana (l000906)","Brian Gotreaux","","Broussard","LA","70518","","Lafayette","","LOT 75 WATERFORD RIDGE PH I (75X106.56)","2023-11-20","2.9","N","007","",""
"22009866","Fernewood","102","Thornhill","P","N","2022-10-17","","2023-10-12","2023-10-12","345","528","1695000.00","1599000.00","","","6051.00","4","4","1","16 - 20 Years","Irregular","Residential","DS","","1 - 2.99","","Keller Williams Realty Acadiana (l000906)","Michelle Cart","","Lafayette","LA","70503","","Lafayette","","Lot 101 Fernewood Phase IV","2023-11-15","See RR","Y","101","Madeline ''Maddie'' Cart",""
"23009030","The Estates at Moss Bluff","303","Bay Meadow","P","D","2023-10-04","","2023-10-15","2023-10-13","3","3","265000.00","265000.00","","","1894.00","3","2","","6 - 10 Years","Per plat","Residential","DS","","0 - 0.5","","Latter & Blum (l000050)","Kelly Streva","","Lafayette","LA","70507","","Lafayette","","LOT 52 ESTATES AT MOSS BLUFF, THE PH 1","2023-11-27","3%-$150","N","52","",""
"23005016","Magnolia Lakes","3207","Haven Lake","P","V1","2023-06-05","","2023-08-29","2023-08-28","84","84","312500.00","302500.00","","","2473.00","4","3","","Under Construction","60 x 120","Residential","DS","","0 - 0.5","","Real Broker, LLC (l001335)","Sean Hettich","","Maurice","LA","70555","","Vermilion","","Lot 66 Magnolia Lakes","2023-10-31","3%","N","66","",""
"23005401","Acadian Meadows","109","Aubergine","P","K","2023-06-20","","2023-10-11","2023-10-11","113","113","270260.00","270255.00","","","1858.00","4","2","","New","59X115","Residential","DS","","0 - 0.5","","Cicero Realty LLC (l001234)","Saun Sullivan","","Lafayette","LA","70506","","Lafayette","","ACADIAN MEADOWS PHASE 1; LOCATED IN SECT. 18, T10S-R14E","2023-11-22","2.5%","N","195","",""
"23008311","None","2687","Lloyd","P","V2","2023-09-11","","2023-09-18","2023-09-18","7","7","25000.00","25000.00","","","1138.00","3","2","","21 - 30 Years","200 X 193.71 X 193.8 X 200","Residential","DS","","0.51 - 0.99","","Century 21 Action Realty (l001065)","Tammy Cormier","","Maurice","LA","70555","","Vermilion","",".889 AC IN SEC 1 T 11 R 2 E BEING TRACT 2 MEAS 200' ON N & S LINES, 1","2023-10-27","3% -See remarks","N","N/A","",""
"23007785","Sunnyside","1045","Saint Charles","P","H","2023-08-25","","2023-09-18","2023-09-15","11","11","114000.00","109000.00","","","1100.00","3","1","","41 - 50 Years","50x80","Residential","DS","","0 - 0.5","","Dream Home Realty, LLC (l001181)","Adrian Davis","","Lafayette","LA","70501","","Lafayette","","LOT 23 SUNNYSIDE #4","2023-11-08","3%-$150","N","23","",""
"23008598","None","3070","Bucklin","P","J","2023-09-20","","2023-10-11","2023-10-11","14","14","69900.00","69900.00","","","1792.00","4","3","","21 - 30 Years","208.7' X 417.4'","Residential","MM","","1 - 2.99","","Real Broker, LLC (l001335)","Jamie Knight","","Jennings","LA","70546","","Jefferson Davis","","TRACT E, 2 ACS., SUB OF LOT 7 OF FRACT'L 2-8-3. 798-174 895-112 1067-645 #663309 #685825 (CONTRACT FOR  DEED) #731293","2023-10-30","3%-$250","N","0","",""
"23004253","Bendel Gardens","218","Beverly","P","G2","2023-05-15","","2023-09-18","2023-09-15","123","123","985000.00","985000.00","","","4370.00","4","3","2","51 - 75 Years","210x150x183x190","Residential","DS","","0.51 - 0.99","","Latter & Blum (l000050)","Penny McGehee","","Lafayette","LA","70503","","Lafayette","","LOTS 159 & 160 BENDEL GARDENS (210X150X183X190)","2023-10-31","3%-$150","N","159 & 160","",""
"23007514","Cypress Meadows","204","Sunshine Rise","P","O","2023-08-17","","2023-10-11","2023-10-11","55","250","370000.00","365000.00","","","1987.00","4","2","","New","65x122.66x65x122.31","Residential","DS","","0 - 0.5","","Century 21 Action Realty (l001065)","Jennifer Duhon","","Broussard","LA","70518","","Lafayette","","LOT 456 CYPRESS MEADOWS PH 3-B (65X122.66X65X122.31)","2023-11-08","2.5%","N","456","",""
